,REGIONAL,DEPARTAMENTO,TECNOL,GERENCIA,CANAL_HOMOLOGADO_MILLICON,tipo_fuerza_venta,estrato,antiguedad_meses,productos,portafolio,no_serv_tecnicos,fallo,asesoria_factura,pedidos_peticiones,reagendamiento,asesoria_servicios,retencion,Otras,quejas_fraude,traslado,Incumplimiento_pago,cliente_id
15598,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,1,55.0,TV,Individual,1.0,Sin señal,0,0,0,0,0,0,0,0,0,43274043
15596,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,6.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,43274024
15595,NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,2,0.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,43273446
15594,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,146.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,43273276
15593,NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,4,122.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,43273003
15592,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,3,121.0,BA,Individual,1.0,Sin señal,0,0,0,0,0,0,0,0,0,43272407
15590,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,6.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,43271139
15589,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,4.0,TO,Individual,1.0,No navega,0,0,0,0,0,0,0,1,0,43271135
15588,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,157.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,43270409
15585,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,2,0.0,TO+TV+BA,Trio,1.0,Sin señal,0,0,0,0,0,0,0,0,0,43268515
15583,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,47.0,TO+BA,Duo,1.0,No navega,0,0,0,0,0,0,0,0,0,43268287
15582,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,164.0,BA,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,43267030
15580,NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,4,22.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,43265971
15579,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,203.0,TV,Individual,1.0,Sin señal,0,0,0,0,0,0,0,0,0,43265505
15577,NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,3,5.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,43265261
15576,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,108.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,43264912
15574,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,1,25.0,TO+BA,Duo,1.0,No navega,0,0,0,0,0,0,0,0,0,43264452
15575,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,1,25.0,TO+BA,Duo,1.0,No navega,0,0,0,0,0,0,0,0,1,43264452
15573,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,OUT BOUND,INDIRECTA,1,59.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,43264243
15572,NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,1,24.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,43264080
15570,NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,2,6.0,TO+BA,Duo,,,0,1,0,0,0,0,0,1,0,43264022
15569,CENTRO,CUNDINAMARCA,HFC,CONTACT,SAC,INDIRECTA,2,34.0,TV,Individual,1.0,Problemas wifi,0,0,0,0,0,0,0,0,0,43263070
15567,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,51.0,TO+TV,Duo,1.0,Sin señal,0,1,0,0,0,0,0,1,0,43262305
12625,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,3,28.0,TO+TV+BA,Trio,1.0,Sin señal,0,0,0,0,0,0,0,1,0,43261274
12624,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,OUT BOUND,INDIRECTA,2,33.0,BA,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,43260126
12622,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,0.0,TV+BA,Duo,1.0,No navega,0,0,0,0,0,0,0,0,1,43258362
12621,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,DEALERS,DIRECTA,1,53.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,43257924
12619,NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,4,54.0,TO+BA,Duo,1.0,Sin señal,0,0,0,0,0,0,0,0,0,43257706
12618,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,3,37.0,BA,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,43257593
12616,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,4.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,43256750
12614,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,3.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,43256696
12612,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,182.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,43256040
12611,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,8.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,43255632
12610,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,FVD,INDIRECTA,2,71.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,43254520
12607,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,DEALERS,DIRECTA,4,16.0,TO+TV+BA,Trio,1.0,No navega,1,0,0,0,0,0,0,1,0,43254236
12605,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,84.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,43254011
12604,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,53.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,43253609
12601,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,DIGITALES,INDIRECTA,3,19.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,43250461
12597,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,6,1.0,TO,Individual,1.0,No funciona línea telefónica,0,0,0,0,0,0,0,0,0,43222461
12596,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,5,44.0,TV,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,43222142
12595,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,35.0,TO,Individual,1.0,Servicio intermitente,0,0,0,0,0,0,0,1,0,43221805
12594,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,23.0,TV,Individual,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,0,43221311
12593,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,5,126.0,BA,Individual,1.0,Servicio intermitente,0,1,0,0,0,0,0,0,0,43221234
12592,NOROCCIDENTE,ANTIOQUIA,HFC,OTROS,OTROS,INDIRECTA,6,202.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,43220750
12591,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,1,6.0,TV,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,43220401
12589,NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,2,28.0,TV+BA,Duo,1.0,No navega,0,0,0,0,0,0,0,0,0,43212360
12588,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,80.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,43211155
12587,NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,SE,0.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,43209699
12586,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,1,40.0,TV,Individual,1.0,No navega,1,0,0,0,0,0,0,0,0,43208979
12584,NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,FVD,INDIRECTA,1,60.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,43208328
12583,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,56.0,TV,Individual,1.0,No navega,0,0,1,0,0,0,0,0,0,43208193
12582,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,175.0,BA,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,43207876
12581,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,IN BOUND,INDIRECTA,2,96.0,TV+BA,Duo,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,0,43207752
12580,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,96.0,TV+BA,Duo,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,0,43207752
12578,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,IN BOUND,INDIRECTA,2,19.0,TO+BA,Duo,1.0,Línea con ruido,0,1,0,0,0,0,0,1,0,43206960
12577,NOROCCIDENTE,ANTIOQUIA,GPON,CONTACT,IN BOUND,INDIRECTA,3,44.0,TV,Individual,1.0,Sin señal,0,0,0,0,0,0,0,0,0,43206654
12576,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,23.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,43206301
12573,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,5,13.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,43206283
12572,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,5.0,TO,Individual,1.0,No funciona línea telefónica,0,0,0,0,0,0,0,0,0,43206226
12569,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,31.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,43205384
12568,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,35.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,43205143
12567,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,2,60.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,43205137
12566,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,105.0,BA,Individual,1.0,No navega,1,0,0,0,0,0,0,0,0,43204444
12564,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,4,0.0,TO+BA,Duo,1.0,No navega,0,0,0,0,0,0,0,0,0,43204148
12562,NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,DEALERS,DIRECTA,2,122.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,43203842
12561,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,125.0,BA,Individual,1.0,No funciona línea telefónica,0,0,0,0,0,0,0,0,0,43203138
12559,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,202.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,43200563
12558,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,5,23.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,43200403
12556,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,166.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,43200344
13087,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,3,138.0,BA,Individual,1.0,No navega,0,1,0,0,0,0,0,0,0,43192076
13086,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,4,59.0,BA,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,43190761
13083,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,105.0,TO+TV+BA,Trio,1.0,Navegacion Lenta,1,1,0,0,0,0,0,0,0,43189879
13080,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,0.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,43189686
13077,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,1.0,TO+TV+BA,Trio,1.0,Sin señal,0,0,0,0,0,0,0,0,0,43189123
13074,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,39.0,TO+TV+BA,Trio,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,0,43188089
13073,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,DIGITALES,INDIRECTA,5,170.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,43187892
13072,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,47.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,43186462
13069,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,26.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,43185584
13066,NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,1,19.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,43185400
13061,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,FVD,INDIRECTA,2,12.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,43184078
13060,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,FVD,INDIRECTA,2,12.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,1,43184078
13059,NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,3,32.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,43183358
13058,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,202.0,TV,Individual,1.0,Sin señal,0,0,0,0,0,0,0,0,0,43183342
13057,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,1.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,43182246
13056,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,21.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,43182242
13055,EJE CAFETERO,RISARALDA,HFC,CONTACT,IN BOUND,INDIRECTA,SE,,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,43180906
13053,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,202.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,43169581
13052,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,5,91.0,BA,Individual,,,1,0,0,1,0,0,0,0,0,43169541
13049,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,2.0,TO+TV+BA,Trio,1.0,Sin señal,0,0,0,0,1,0,0,0,0,43169458
13048,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,127.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,43169026
13046,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,114.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,43168828
13045,NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,SE,0.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,43168458
13044,NOROCCIDENTE,ANTIOQUIA,HFC,OTROS,OTROS,INDIRECTA,1,202.0,TV,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,43167668
13043,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,22.0,TO,Individual,,,0,0,0,0,0,0,0,1,0,43165939
13042,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,62.0,BA,Individual,1.0,No funciona línea telefónica,0,0,0,0,0,0,0,0,0,43165139
13040,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,175.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,43164398
13037,NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,3,27.0,TO+TV+BA,Trio,1.0,Sin señal,0,0,0,0,0,0,0,0,0,43164288
13036,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,31.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,43163121
13035,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,4.0,TO,Individual,,,0,0,0,0,0,0,0,0,1,43162388
13034,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,84.0,TO,Individual,,,1,0,0,0,0,0,0,0,0,43162156
13032,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,1,11.0,TO+TV+BA,Trio,1.0,No navega,0,0,0,0,0,0,0,0,1,43162052
13031,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,1,11.0,TO+TV+BA,Trio,1.0,No navega,0,0,0,0,0,0,0,0,1,43162052
13030,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,23.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,43161964
13027,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,DEALERS,DIRECTA,2,19.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,43161946
13026,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,43.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,43160372
13025,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,3,39.0,TV,Individual,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,0,43160249
13023,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,5,44.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,43159754
13528,NOROCCIDENTE,ANTIOQUIA,HFC,AUR&CONSTRUCTORES,URBANIZACIONES,INDIRECTA,3,32.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,43159591
13527,NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,2,0.0,BA,Individual,1.0,No funciona línea telefónica,0,0,0,0,0,0,0,0,0,43159136
13526,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,3,45.0,BA,Individual,1.0,Sin señal,0,0,0,0,0,0,0,0,0,43158846
13524,EJE CAFETERO,VALLE DEL CAUCA,HFC,CONTACT,IN BOUND,INDIRECTA,SE,,TO+TV,Duo,,,0,0,0,0,0,0,0,0,0,43158702
13523,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,1,57.0,TV,Individual,1.0,Sin señal,1,0,0,0,0,0,0,0,0,43158201
13522,NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,3,26.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,43157406
13521,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,174.0,BA,Individual,1.0,Servicio intermitente,0,1,0,0,0,0,0,0,0,43156362
13520,NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,3,202.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,43155717
13518,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,2,6.0,TO+TV,Duo,,,0,0,0,0,0,0,0,0,0,43155526
13517,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,3,164.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,43155038
13514,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,160.0,TO+TV+BA,Trio,1.0,Solicitud configuracion tecni,0,0,0,0,0,0,0,0,1,43154618
13515,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,160.0,TO+TV+BA,Trio,1.0,Solicitud configuracion tecni,0,0,0,0,0,0,0,0,1,43154618
13513,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,202.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,43154388
13512,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,41.0,BA,Individual,1.0,No funciona línea telefónica,0,1,0,1,0,0,0,1,0,43154368
13510,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,21.0,TO+TV,Duo,,,0,0,0,0,0,0,0,1,1,43153900
13509,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,IN BOUND,INDIRECTA,2,181.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,43153043
13506,NOROCCIDENTE,ANTIOQUIA,GPON,TIENDAS,TIENDAS,INDIRECTA,4,25.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,43152944
13505,NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,SE,0.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,43151959
13504,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,IN BOUND,INDIRECTA,2,203.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,43151395
13503,NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,2,59.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,43150816
13501,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,2.0,TO+TV+BA,Trio,1.0,No navega,0,0,0,0,0,0,0,0,0,43150589
13500,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,4,2.0,TO+TV+BA,Trio,1.0,No navega,0,0,0,0,0,0,0,0,0,43150589
13499,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,OUT BOUND,INDIRECTA,SE,0.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,43150455
13498,NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,DEALERS,DIRECTA,SE,0.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,43147945
13496,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,1,122.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,43147076
13494,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,1,40.0,TV,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,43146265
13492,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,60.0,TV+BA,Duo,1.0,Sin señal,0,0,0,0,0,0,0,0,0,43145007
13490,NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,DEALERS,DIRECTA,SE,0.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,43144076
13488,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,1,15.0,TO+BA,Duo,1.0,No navega,0,0,1,0,0,0,0,0,0,43144000
13487,NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,DEALERS,DIRECTA,SE,0.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,43143662
13486,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,6.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,43140619
13485,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,182.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,43119362
13484,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,38.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,43119361
13481,NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,3,1.0,TO+TV+BA,Trio,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,0,43117827
13482,NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,3,1.0,TO+TV+BA,Trio,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,0,43117827
13478,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,FVD,INDIRECTA,2,1.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,43115471
13477,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,72.0,BA,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,43115398
13476,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,139.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,43115300
13473,NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,2,11.0,TO+TV+BA,Trio,1.0,Sin señal,0,0,0,0,0,0,0,0,0,43113977
13472,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,2,202.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,43113628
13469,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,4.0,TO+TV+BA,Trio,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,0,43113197
13467,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,3,169.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,43112549
13466,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,11.0,TO,Individual,1.0,No funciona línea telefónica,0,0,0,0,0,0,0,0,0,43112160
13463,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,5.0,TO+TV+BA,Trio,1.0,No navega,0,0,0,0,0,0,0,0,0,43111454
13461,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,17.0,TV+BA,Duo,,,0,0,0,0,0,0,0,1,0,43111114
